TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/07/29
TIME,19:00:15
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.6748
LASTX, 4000.1226
NPOINTS,    7469
FIRSTY,     0.14005
MAXY,     0.38825
MINY,    -0.02199
XYDATA
399.6748,0.140047
400.1569,0.0284149
400.6390,-0.0219922
401.1211,-0.0181969
401.6032,0.0181644
402.0854,0.0637045
402.5675,0.103522
403.0496,0.133075
403.5317,0.155209
404.0138,0.175875
404.4959,0.199367
404.9781,0.224395
405.4602,0.244046
405.9423,0.250825
406.4244,0.242647
406.9065,0.224166
407.3886,0.202953
407.8708,0.184638
408.3529,0.170546
408.8350,0.158487
409.3171,0.1453
409.7992,0.129215
410.2813,0.11071
410.7635,0.0917446
411.2456,0.0742655
411.7277,0.0591971
412.2098,0.0465815
412.6919,0.0378848
413.1740,0.034978
413.6562,0.0346507
414.1383,0.0360588
414.6204,0.0376944
415.1025,0.0384442
415.5846,0.0385685
416.0667,0.0397172
416.5489,0.0442928
417.0310,0.0550758
417.5131,0.0754703
417.9952,0.109274
418.4773,0.154268
418.9594,0.181355
419.4416,0.153633
419.9237,0.102586
420.4058,0.0655344
420.8879,0.0452306
421.3700,0.0358354
421.8521,0.0329606
422.3343,0.0337714
422.8164,0.0361507
423.2985,0.0386613
423.7806,0.0410412
424.2627,0.0441956
424.7448,0.0492242
425.2270,0.0562359
425.7091,0.0639249
426.1912,0.0702152
426.6733,0.0734007
427.1554,0.0728349
427.6375,0.0689083
428.1197,0.0628076
428.6018,0.0563778
429.0839,0.0518477
429.5660,0.0511418
430.0481,0.0550283
430.5302,0.0626313
431.0124,0.0715697
431.4945,0.078752
431.9766,0.0817246
432.4587,0.0799653
432.9408,0.0751292
433.4229,0.0699815
433.9051,0.0668751
434.3872,0.0666868
434.8693,0.0684947
435.3514,0.070025
435.8335,0.0689051
436.3156,0.0642158
436.7978,0.057058
437.2799,0.0494658
437.7620,0.0427819
438.2441,0.0370213
438.7262,0.0314828
439.2083,0.0257739
439.6905,0.0203505
440.1726,0.0162934
440.6547,0.0146515
441.1368,0.0157812
441.6189,0.0189041
442.1010,0.0220763
442.5832,0.0229129
443.0653,0.0199906
443.5474,0.0137783
444.0295,0.0062075
444.5116,-0.000319366
444.9937,-0.00347762
445.4759,-0.00134461
445.9580,0.00671762
446.4401,0.018599
446.9222,0.029305
447.4043,0.0341922
447.8864,0.0327699
448.3686,0.0283872
448.8507,0.0250731
449.3328,0.0252063
449.8149,0.0288479
450.2970,0.0341723
450.7791,0.0385682
451.2613,0.0398284
451.7434,0.0367955
452.2255,0.029469
452.7076,0.0190795
453.1897,0.00809062
453.6718,-0.000598524
454.1540,-0.0050707
454.6361,-0.00511529
455.1182,-0.00183251
455.6003,0.00315901
456.0824,0.00836604
456.5645,0.0129159
457.0467,0.0170343
457.5288,0.0221666
458.0109,0.029818
458.4930,0.0398932
458.9751,0.0510804
459.4572,0.0621878
459.9394,0.0721408
460.4215,0.0792849
460.9036,0.0814367
461.3857,0.0773652
461.8678,0.0685361
462.3499,0.0585481
462.8321,0.0503872
463.3142,0.0445741
463.7963,0.0395676
464.2784,0.0335518
464.7605,0.0263057
465.2426,0.0197042
465.7248,0.0162428
466.2069,0.0169235
466.6890,0.0202701
467.1711,0.0229568
467.6532,0.0216859
468.1353,0.0154578
468.6175,0.00643375
469.0996,-0.00182961
469.5817,-0.00694444
470.0638,-0.00828695
470.5459,-0.0056629
471.0280,0.00209571
471.5102,0.0170792
471.9923,0.0396212
472.4744,0.0639995
472.9565,0.0797253
473.4386,0.0811603
473.9207,0.0716756
474.4029,0.0580359
474.8850,0.0455542
475.3671,0.0371148
475.8492,0.0334065
476.3313,0.0332189
476.8134,0.0342504
477.2956,0.0344918
477.7777,0.0331229
478.2598,0.03028
478.7419,0.0264087
479.2240,0.0220425
479.7061,0.0180134
480.1883,0.0155668
480.6704,0.0159811
481.1525,0.0198583
481.6346,0.026649
482.1167,0.0347559
482.5988,0.042102
483.0810,0.0468837
483.5631,0.0482482
484.0452,0.046543
484.5273,0.0428704
485.0094,0.0382992
485.4915,0.0334633
485.9737,0.0287582
486.4558,0.0247197
486.9379,0.0221513
487.4200,0.0218711
487.9021,0.024242
488.3842,0.0288152
488.8664,0.0343443
489.3485,0.0391347
489.8306,0.0414933
490.3127,0.0401295
490.7948,0.0345654
491.2769,0.0255864
491.7591,0.0154019
492.2412,0.00701487
492.7233,0.00293695
493.2054,0.00416277
493.6875,0.00996891
494.1696,0.0182602
494.6518,0.026157
495.1339,0.0309469
495.6160,0.0313321
496.0981,0.0281491
496.5802,0.0238008
497.0623,0.0208148
497.5445,0.0205815
498.0266,0.0228472
498.5087,0.0260191
498.9908,0.0280916
499.4729,0.027664
499.9550,0.0244185
500.4372,0.0189773
500.9193,0.0126009
501.4014,0.00702932
501.8835,0.00417664
502.3656,0.00523265
502.8477,0.0103297
503.3299,0.0164901
503.8120,0.0210856
504.2941,0.0225564
504.7762,0.0209305
505.2583,0.0177011
505.7404,0.015283
506.2226,0.0159841
506.7047,0.0205962
507.1868,0.0275869
507.6689,0.0340991
508.1510,0.0380742
508.6331,0.0393267
509.1153,0.038927
509.5974,0.0380368
510.0795,0.0371753
510.5616,0.0361722
511.0437,0.034672
511.5258,0.0327475
512.0080,0.0310994
512.4901,0.0307183
512.9722,0.0323137
513.4543,0.0358726
513.9365,0.0406042
514.4186,0.0453088
514.9007,0.0488682
515.3828,0.0504966
515.8649,0.0497688
