TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/07/01
TIME,18:54:02
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.6748
LASTX, 4000.1226
NPOINTS,    7469
FIRSTY,     0.03704
MAXY,     0.51806
MINY,    -0.00991
XYDATA
399.6748,0.0370424
400.1569,0.034373
400.6390,0.0529414
401.1211,0.0957626
401.6032,0.152897
402.0854,0.206473
402.5675,0.237254
403.0496,0.235452
403.5317,0.208711
404.0138,0.176091
404.4959,0.154714
404.9781,0.152602
405.4602,0.168278
405.9423,0.191992
406.4244,0.208053
406.9065,0.202369
407.3886,0.172965
407.8708,0.130605
408.3529,0.0889411
408.8350,0.0575668
409.3171,0.041412
409.7992,0.0414833
410.2813,0.0547697
410.7635,0.0749685
411.2456,0.0949658
411.7277,0.109279
412.2098,0.115132
412.6919,0.11285
413.1740,0.105988
413.6562,0.100188
414.1383,0.0999943
414.6204,0.105585
415.1025,0.112764
415.5846,0.116569
416.0667,0.115098
416.5489,0.11049
417.0310,0.107303
417.5131,0.11038
417.9952,0.122983
418.4773,0.143351
418.9594,0.159462
419.4416,0.157521
419.9237,0.143112
420.4058,0.128615
420.8879,0.115761
421.3700,0.100011
421.8521,0.0773432
422.3343,0.0483039
422.8164,0.0193835
423.2985,0.000614236
423.7806,-0.00247048
424.2627,0.00915442
424.7448,0.0300771
425.2270,0.053162
425.7091,0.0720902
426.1912,0.083477
426.6733,0.0879569
427.1554,0.0889082
427.6375,0.089908
428.1197,0.093252
428.6018,0.0996818
429.0839,0.108085
429.5660,0.114917
430.0481,0.114684
430.5302,0.102915
431.0124,0.0801283
431.4945,0.0527574
431.9766,0.0298633
432.4587,0.0187113
432.9408,0.0217951
433.4229,0.0359221
433.9051,0.0535206
434.3872,0.0661524
434.8693,0.0689562
435.3514,0.0630993
435.8335,0.0540163
436.3156,0.0469441
436.7978,0.043696
437.2799,0.0429184
437.7620,0.0426512
438.2441,0.0424349
438.7262,0.0434772
439.2083,0.0474382
439.6905,0.0551139
440.1726,0.0657649
440.6547,0.07719
441.1368,0.0863769
441.6189,0.090534
442.1010,0.0882061
442.5832,0.0799516
443.0653,0.0680405
443.5474,0.0552859
444.0295,0.0439183
444.5116,0.0352203
444.9937,0.0297958
445.4759,0.0279734
445.9580,0.029973
446.4401,0.035638
446.9222,0.043807
447.4043,0.0519227
447.8864,0.0566053
448.3686,0.0550532
448.8507,0.0464101
449.3328,0.0324425
449.8149,0.0171935
450.2970,0.00558888
450.7791,0.00155887
451.2613,0.00648718
451.7434,0.0184127
452.2255,0.0322508
452.7076,0.0424022
453.1897,0.0446458
453.6718,0.040613
454.1540,0.035197
454.6361,0.0321875
455.1182,0.0321365
455.6003,0.0330433
456.0824,0.0319875
456.5645,0.0267205
457.0467,0.0173333
457.5288,0.00735344
458.0109,0.00170853
458.4930,0.0020968
458.9751,0.00610041
459.4572,0.0105426
459.9394,0.0137306
460.4215,0.0154996
460.9036,0.0166014
461.3857,0.0180956
461.8678,0.0207939
462.3499,0.0249235
462.8321,0.0301445
463.3142,0.0357525
463.7963,0.0408814
464.2784,0.0447497
464.7605,0.0469557
465.2426,0.0475971
465.7248,0.0470354
466.2069,0.0454986
466.6890,0.0428999
467.1711,0.0390675
467.6532,0.0342495
468.1353,0.0293847
468.6175,0.0256144
469.0996,0.0233551
469.5817,0.0219892
470.0638,0.0205144
470.5459,0.01852
471.0280,0.0169278
471.5102,0.0181992
471.9923,0.0252693
472.4744,0.0385714
472.9565,0.0536823
473.4386,0.0640827
473.9207,0.0664479
474.4029,0.0619872
474.8850,0.0542969
475.3671,0.0471432
475.8492,0.0430784
476.3313,0.0426806
476.8134,0.0446506
477.2956,0.0469375
477.7777,0.0481547
478.2598,0.0481363
478.7419,0.0473678
479.2240,0.04611
479.7061,0.0441327
480.1883,0.0412278
480.6704,0.0378283
481.1525,0.0349035
481.6346,0.0330974
482.1167,0.0319029
482.5988,0.0296426
483.0810,0.0245553
483.5631,0.0165937
484.0452,0.00841748
484.5273,0.00395879
485.0094,0.00543672
485.4915,0.0116949
485.9737,0.0192199
486.4558,0.0242795
486.9379,0.0254002
487.4200,0.0242
487.9021,0.0238699
488.3842,0.0266254
488.8664,0.0320823
489.3485,0.0376316
489.8306,0.0403315
490.3127,0.0389089
490.7948,0.0345035
491.2769,0.0297083
491.7591,0.0266859
492.2412,0.0257937
492.7233,0.0257682
493.2054,0.0251908
493.6875,0.0237981
494.1696,0.0225559
494.6518,0.02273
495.1339,0.024865
495.6160,0.0283753
496.0981,0.0319309
496.5802,0.034295
497.0623,0.0349666
497.5445,0.0342216
498.0266,0.0326796
498.5087,0.0308273
498.9908,0.0288485
499.4729,0.0268045
499.9550,0.0249432
500.4372,0.0238508
500.9193,0.024297
501.4014,0.0267534
501.8835,0.0307693
502.3656,0.034809
502.8477,0.0371841
503.3299,0.0374548
503.8120,0.0367618
504.2941,0.0368931
504.7762,0.0391917
505.2583,0.0439461
505.7404,0.0502293
506.2226,0.0561906
506.7047,0.0599649
507.1868,0.0608456
507.6689,0.0595827
508.1510,0.0574064
508.6331,0.0549694
509.1153,0.0522169
509.5974,0.048935
510.0795,0.0453073
510.5616,0.0420193
511.0437,0.0398307
511.5258,0.039047
512.0080,0.0394564
512.4901,0.0407492
512.9722,0.0429145
513.4543,0.0461927
513.9365,0.0506225
514.4186,0.0556326
514.9007,0.0601016
515.3828,0.0628715
515.8649,0.0633803
516.3470,0.06206
516.8292,0.0601652
517.3113,0.05895
517.7934,0.0588265
