TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/08/20
TIME,19:27:14
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.6748
LASTX, 4000.1226
NPOINTS,    7469
FIRSTY,     0.18202
MAXY,     0.36396
MINY,    -0.15482
XYDATA
399.6748,0.182024
400.1569,0.148497
400.6390,0.10496
401.1211,0.0650716
401.6032,0.0345101
402.0854,0.013945
402.5675,0.00309689
403.0496,0.00222018
403.5317,0.0110003
404.0138,0.0259893
404.4959,0.0397067
404.9781,0.0447366
405.4602,0.0393135
405.9423,0.0280749
406.4244,0.018135
406.9065,0.0149634
407.3886,0.0201715
407.8708,0.0312346
408.3529,0.0431353
408.8350,0.0514089
409.3171,0.054563
409.7992,0.0537023
410.2813,0.0500179
410.7635,0.0433054
411.2456,0.0332621
411.7277,0.021884
412.2098,0.0139646
412.6919,0.0148712
413.1740,0.027449
413.6562,0.0499318
414.1383,0.0755755
414.6204,0.0948868
415.1025,0.100908
415.5846,0.0936098
416.0667,0.0778752
416.5489,0.0575498
417.0310,0.0319728
417.5131,-0.00375241
417.9952,-0.0551024
418.4773,-0.116636
418.9594,-0.154821
419.4416,-0.13458
419.9237,-0.0771555
420.4058,-0.0215584
420.8879,0.017981
421.3700,0.0422587
421.8521,0.055483
422.3343,0.0619968
422.8164,0.0659247
423.2985,0.0706548
423.7806,0.0775446
424.2627,0.0849755
424.7448,0.0888116
425.2270,0.0843705
425.7091,0.0695379
426.1912,0.0471636
426.6733,0.0241655
427.1554,0.00785547
427.6375,0.00253439
428.1197,0.00788526
428.6018,0.0190066
429.0839,0.0281712
429.5660,0.0284863
430.0481,0.0180875
430.5302,0.00191913
431.0124,-0.0107806
431.4945,-0.0120546
431.9766,-7.4499E-005
432.4587,0.0203738
432.9408,0.0414142
433.4229,0.0559138
433.9051,0.0594982
434.3872,0.0514098
434.8693,0.0349594
435.3514,0.0168236
435.8335,0.00441562
436.3156,0.00254269
436.7978,0.0114829
437.2799,0.0272637
437.7620,0.0436299
438.2441,0.0548013
438.7262,0.0577178
439.2083,0.0525398
439.6905,0.0414784
440.1726,0.0272343
440.6547,0.0121274
441.1368,-0.00192394
441.6189,-0.013068
442.1010,-0.0195322
442.5832,-0.0203988
443.0653,-0.0166239
443.5474,-0.0108919
444.0295,-0.00582353
444.5116,-0.00217156
444.9937,0.00140077
445.4759,0.00718624
445.9580,0.0168136
446.4401,0.0296975
446.9222,0.0424349
447.4043,0.0502823
447.8864,0.0501481
448.3686,0.0424488
448.8507,0.0304105
449.3328,0.0180956
449.8149,0.00874602
450.2970,0.00393153
450.7791,0.0034257
451.2613,0.00561712
451.7434,0.00821901
452.2255,0.00910289
452.7076,0.0071378
453.1897,0.00274012
453.6718,-0.00230237
454.1540,-0.00575998
454.6361,-0.00601874
455.1182,-0.00262144
455.6003,0.00374994
456.0824,0.0114519
456.5645,0.0179476
457.0467,0.0202083
457.5288,0.0167532
458.0109,0.0106223
458.4930,0.00755857
458.9751,0.00997221
459.4572,0.0158352
459.9394,0.021618
460.4215,0.0242656
460.9036,0.0222039
461.3857,0.0162837
461.8678,0.00978308
462.3499,0.00638544
462.8321,0.00755431
463.3142,0.0118353
463.7963,0.0163011
464.2784,0.0186401
464.7605,0.0185777
465.2426,0.0178186
465.7248,0.0186065
466.2069,0.0220731
466.6890,0.0274827
467.1711,0.0326065
467.6532,0.0350067
468.1353,0.0337472
468.6175,0.0303485
469.0996,0.027832
469.5817,0.0285885
470.0638,0.03304
470.5459,0.0396401
471.0280,0.0453327
471.5102,0.0461783
471.9923,0.0392917
472.4744,0.0264749
472.9565,0.0148463
473.4386,0.0108182
473.9207,0.0152014
474.4029,0.0246375
474.8850,0.0345534
475.3671,0.0407245
475.8492,0.0404115
476.3313,0.0336833
476.8134,0.0237567
477.2956,0.0151818
477.7777,0.0110638
478.2598,0.011675
478.7419,0.0150955
479.2240,0.0188354
479.7061,0.0213328
480.1883,0.0226503
480.6704,0.024031
481.1525,0.0266376
481.6346,0.030479
482.1167,0.0343013
482.5988,0.0363679
483.0810,0.035658
483.5631,0.032957
484.0452,0.0309694
484.5273,0.032712
485.0094,0.0391008
485.4915,0.047897
485.9737,0.0548027
486.4558,0.0557289
486.9379,0.0490703
487.4200,0.0368965
487.9021,0.0240719
488.3842,0.0156003
488.8664,0.0139778
489.3485,0.0181657
489.8306,0.0244102
490.3127,0.0282138
490.7948,0.0266166
491.2769,0.0198328
491.7591,0.0111896
492.2412,0.0050936
492.7233,0.00435256
493.2054,0.00882929
493.6875,0.0160868
494.1696,0.0230454
494.6518,0.0274419
495.1339,0.0285502
495.6160,0.0270949
496.0981,0.0245227
496.5802,0.0220749
497.0623,0.0201909
497.5445,0.018485
498.0266,0.0161779
498.5087,0.0126981
498.9908,0.00810744
499.4729,0.00310071
499.9550,-0.00132275
500.4372,-0.00416091
500.9193,-0.00450981
501.4014,-0.00162739
501.8835,0.00476114
502.3656,0.013964
502.8477,0.0242494
503.3299,0.0335786
503.8120,0.0404135
504.2941,0.043868
504.7762,0.0435144
505.2583,0.039415
505.7404,0.0324665
506.2226,0.0246393
506.7047,0.0184838
507.1868,0.0158423
507.6689,0.0167914
508.1510,0.0198193
508.6331,0.0228999
509.1153,0.0244699
509.5974,0.0238875
510.0795,0.0214924
510.5616,0.0183832
511.0437,0.0159468
511.5258,0.0153041
512.0080,0.0169402
512.4901,0.0206089
512.9722,0.0255121
513.4543,0.0304645
513.9365,0.0339599
514.4186,0.0352759
514.9007,0.0345406
