TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/07/22
TIME,18:05:44
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.6748
LASTX, 4000.1226
NPOINTS,    7469
FIRSTY,     0.24000
MAXY,     0.57923
MINY,    -0.00994
XYDATA
399.6748,0.239998
400.1569,0.370584
400.6390,0.433739
401.1211,0.411915
401.6032,0.3425
402.0854,0.263953
402.5675,0.194004
403.0496,0.137716
403.5317,0.0963064
404.0138,0.0713702
404.4959,0.0652874
404.9781,0.0785796
405.4602,0.106324
405.9423,0.136711
406.4244,0.153884
406.9065,0.145549
407.3886,0.111589
407.8708,0.065373
408.3529,0.0261172
408.8350,0.0101347
409.3171,0.0261193
409.7992,0.0733895
410.2813,0.140164
410.7635,0.201897
411.2456,0.229238
411.7277,0.211842
412.2098,0.167857
412.6919,0.122576
413.1740,0.0916759
413.6562,0.0812517
414.1383,0.0916337
414.6204,0.118869
415.1025,0.151275
415.5846,0.181907
416.0667,0.200818
416.5489,0.201674
417.0310,0.182533
417.5131,0.144582
417.9952,0.0917511
418.4773,0.0350639
418.9594,-0.000406501
419.4416,0.00791451
419.9237,0.0439781
420.4058,0.0768024
420.8879,0.0956251
421.3700,0.10292
421.8521,0.102962
422.3343,0.0986606
422.8164,0.0919292
423.2985,0.0846696
423.7806,0.0790337
424.2627,0.0766869
424.7448,0.0781131
425.2270,0.0825971
425.7091,0.0885962
426.1912,0.0943471
426.6733,0.098577
427.1554,0.10076
427.6375,0.100644
428.1197,0.0977109
428.6018,0.091336
429.0839,0.0815723
429.5660,0.0697491
430.0481,0.0582751
430.5302,0.0498133
431.0124,0.0463637
431.4945,0.0486483
431.9766,0.0560694
432.4587,0.0672682
432.9408,0.080731
433.4229,0.0948201
433.9051,0.107354
434.3872,0.115518
434.8693,0.116834
435.3514,0.110853
435.8335,0.101247
436.3156,0.090828
436.7978,0.0811563
437.2799,0.0724974
437.7620,0.0640813
438.2441,0.0557263
438.7262,0.0486228
439.2083,0.0448957
439.6905,0.0465858
440.1726,0.0546935
440.6547,0.0684325
441.1368,0.0847545
441.6189,0.0986303
442.1010,0.104812
442.5832,0.100757
443.0653,0.0883578
443.5474,0.0724429
444.0295,0.0575789
444.5116,0.0462993
444.9937,0.0394106
445.4759,0.0369242
445.9580,0.0383505
446.4401,0.042142
446.9222,0.0452174
447.4043,0.0440769
447.8864,0.037256
448.3686,0.0264899
448.8507,0.0154991
449.3328,0.00802362
449.8149,0.00646418
450.2970,0.0113769
450.7791,0.0217852
451.2613,0.0359642
451.7434,0.0519419
452.2255,0.0672366
452.7076,0.0784366
453.1897,0.0820562
453.6718,0.0768007
454.1540,0.0647501
454.6361,0.0498193
455.1182,0.0353992
455.6003,0.0233713
456.0824,0.0146323
456.5645,0.0103415
457.0467,0.0129713
457.5288,0.0255194
458.0109,0.0475117
458.4930,0.071857
458.9751,0.08909
459.4572,0.0938589
459.9394,0.0857769
460.4215,0.0674111
460.9036,0.0433602
461.3857,0.0197907
461.8678,0.00267517
462.3499,-0.00465338
462.8321,-0.00224974
463.3142,0.00780651
463.7963,0.0230467
464.2784,0.0413305
464.7605,0.0608688
465.2426,0.0800748
465.7248,0.0974005
466.2069,0.111125
466.6890,0.119267
467.1711,0.118765
467.6532,0.109576
468.1353,0.0942255
468.6175,0.0768597
469.0996,0.0617229
469.5817,0.0509082
470.0638,0.0444031
470.5459,0.0418444
471.0280,0.0440325
471.5102,0.0532161
471.9923,0.0714744
472.4744,0.0967307
472.9565,0.120307
473.4386,0.13295
473.9207,0.132825
474.4029,0.123912
474.8850,0.110468
475.3671,0.0950026
475.8492,0.0789917
476.3313,0.0640387
476.8134,0.0522685
477.2956,0.0457034
477.7777,0.0453292
478.2598,0.0505967
478.7419,0.0593654
479.2240,0.0682207
479.7061,0.0735533
480.1883,0.0734074
480.6704,0.0687707
481.1525,0.0629173
481.6346,0.0593937
482.1167,0.0602451
482.5988,0.0651142
483.0810,0.0712041
483.5631,0.0744998
484.0452,0.0723339
484.5273,0.0654741
485.0094,0.0574882
485.4915,0.0520944
485.9737,0.0509645
486.4558,0.0530648
486.9379,0.055355
487.4200,0.0544997
487.9021,0.0488423
488.3842,0.0393173
488.8664,0.0285826
489.3485,0.0192402
489.8306,0.0126066
490.3127,0.00866804
490.7948,0.00687978
491.2769,0.00707463
491.7591,0.00975169
492.2412,0.0160893
492.7233,0.0250898
493.2054,0.0341737
493.6875,0.0406598
494.1696,0.0428895
494.6518,0.0412033
495.1339,0.0378185
495.6160,0.0355789
496.0981,0.0362209
496.5802,0.0393397
497.0623,0.0428181
497.5445,0.0443491
498.0266,0.0429865
498.5087,0.0397043
498.9908,0.0365806
499.4729,0.0353073
499.9550,0.0362601
500.4372,0.0386321
500.9193,0.0411768
501.4014,0.0429506
501.8835,0.0436836
502.3656,0.0435521
502.8477,0.042543
503.3299,0.0402348
503.8120,0.0363588
504.2941,0.0314411
504.7762,0.026915
505.2583,0.0247038
505.7404,0.0264002
506.2226,0.0322019
506.7047,0.0401973
507.1868,0.0470404
507.6689,0.0501173
508.1510,0.0492672
508.6331,0.0463405
509.1153,0.043464
509.5974,0.0417445
510.0795,0.0410107
510.5616,0.0403926
511.0437,0.039289
511.5258,0.0379966
512.0080,0.0374513
512.4901,0.0383817
512.9722,0.0406556
513.4543,0.0432914
513.9365,0.0450828
514.4186,0.0453754
514.9007,0.0444149
515.3828,0.0430912
515.8649,0.042422
516.3470,0.0431553
516.8292,0.0455875
517.3113,0.0495282
